obs,F182013_sum,F182013_mean,F152006_sum,F152006_mean,F152004_sum,F152004_mean,F162007_sum,F162007_mean,F152005_sum,F152005_mean,F152002_sum,F152002_mean,F142002_sum,F142002_mean,F182011_sum,F182011_mean,F182012_sum,F182012_mean,F152007_sum,F152007_mean,F162006_sum,F162006_mean,F162009_sum,F162009_mean,F162004_sum,F162004_mean,F142001_sum,F142001_mean,F142000_sum,F142000_mean,F101992_sum,F101992_mean,F182010_sum,F182010_mean,F142003_sum,F142003_mean,F121995_sum,F121995_mean,F152001_sum,F152001_mean,F152003_sum,F152003_mean,F162005_sum,F162005_mean,F152000_sum,F152000_mean,F162008_sum,F162008_mean
2586,10.0,10.0,7.0,7.0,5.0,5.0,10.0,10.0,7.0,7.0,8.0,8.0,5.0,5.0,11.0,11.0,11.0,11.0,6.0,6.0,10.0,10.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,12.0,12.0,6.0,6.0,8.0,8.0,8.0,8.0,5.0,5.0,6.0,6.0,8.0,8.0,7.0,7.0
2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,0,0,0,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0
2589,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,8.0,8.0,7.0,7.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,9.0,9.0,4.0,4.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0
2588,8.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,10.0,10.0,8.0,8.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,9.0,9.0,4.0,4.0,9.0,9.0,7.0,7.0,6.0,6.0,5.0,5.0,8.0,8.0,7.0,7.0
280,23.0,23.0,27.0,27.0,19.0,19.0,24.0,24.0,15.0,15.0,27.0,27.0,19.0,19.0,14.0,14.0,27.0,27.0,28.0,28.0,30.0,30.0,18.0,18.0,15.0,15.0,18.0,18.0,19.0,19.0,9.0,9.0,24.0,24.0,18.0,18.0,10.0,10.0,19.0,19.0,17.0,17.0,23.0,23.0,13.0,13.0,23.0,23.0
6059,15.0,15.0,10.0,10.0,9.0,9.0,12.0,12.0,8.0,8.0,11.0,11.0,6.0,6.0,12.0,12.0,14.0,14.0,9.0,9.0,13.0,13.0,14.0,14.0,7.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,17.0,17.0,10.0,10.0,7.0,7.0,10.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,16.0,16.0
6058,10.0,10.0,9.0,9.0,6.0,6.0,9.0,9.0,8.0,8.0,9.0,9.0,6.0,6.0,9.0,9.0,11.0,11.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,7.0,8.0,8.0,13.0,13.0,6.0,6.0,8.0,8.0,9.0,9.0,6.0,6.0,7.0,7.0,9.0,9.0,11.0,11.0
6055,25.0,25.0,17.0,17.0,12.0,12.0,23.0,23.0,16.0,16.0,13.0,13.0,17.0,17.0,25.0,25.0,19.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,19.0,19.0,15.0,15.0,14.0,14.0,15.0,15.0,31.0,31.0,17.0,17.0,18.0,18.0,14.0,14.0,13.0,13.0,13.0,13.0,16.0,16.0,19.0,19.0
6054,30.0,30.0,24.0,24.0,14.0,14.0,30.0,30.0,17.0,17.0,16.0,16.0,16.0,16.0,30.0,30.0,26.0,26.0,21.0,21.0,28.0,28.0,22.0,22.0,19.0,19.0,16.0,16.0,13.0,13.0,19.0,19.0,33.0,33.0,21.0,21.0,18.0,18.0,18.0,18.0,12.0,12.0,17.0,17.0,16.0,16.0,27.0,27.0
6057,10.0,10.0,9.0,9.0,7.0,7.0,9.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,11.0,11.0,11.0,11.0,8.0,8.0,9.0,9.0,12.0,12.0,11.0,11.0,8.0,8.0,8.0,8.0,9.0,9.0,16.0,16.0,7.0,7.0,10.0,10.0,10.0,10.0,7.0,7.0,6.0,6.0,12.0,12.0,10.0,10.0
286,27.0,27.0,25.0,25.0,22.0,22.0,26.0,26.0,29.0,29.0,23.0,23.0,29.0,29.0,23.0,23.0,26.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,31.0,31.0,24.0,24.0,24.0,24.0,17.0,17.0,33.0,33.0,24.0,24.0,27.0,27.0,24.0,24.0,25.0,25.0,23.0,23.0,33.0,33.0,24.0,24.0
6051,15.0,15.0,13.0,13.0,8.0,8.0,22.0,22.0,9.0,9.0,11.0,11.0,7.0,7.0,11.0,11.0,15.0,15.0,16.0,16.0,15.0,15.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,18.0,18.0,9.0,9.0,7.0,7.0,9.0,9.0,7.0,7.0,10.0,10.0,9.0,9.0,17.0,17.0
6050,11.0,11.0,10.0,10.0,7.0,7.0,13.0,13.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,11.0,11.0,9.0,9.0,11.0,11.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,14.0,14.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,12.0,12.0
6053,29.0,29.0,23.0,23.0,14.0,14.0,32.0,32.0,17.0,17.0,17.0,17.0,14.0,14.0,28.0,28.0,27.0,27.0,23.0,23.0,28.0,28.0,22.0,22.0,14.0,14.0,15.0,15.0,12.0,12.0,16.0,16.0,32.0,32.0,19.0,19.0,16.0,16.0,17.0,17.0,11.0,11.0,16.0,16.0,14.0,14.0,28.0,28.0
6052,21.0,21.0,20.0,20.0,12.0,12.0,29.0,29.0,12.0,12.0,15.0,15.0,9.0,9.0,18.0,18.0,23.0,23.0,21.0,21.0,22.0,22.0,19.0,19.0,10.0,10.0,12.0,12.0,10.0,10.0,14.0,14.0,25.0,25.0,13.0,13.0,11.0,11.0,15.0,15.0,9.0,9.0,14.0,14.0,11.0,11.0,23.0,23.0
10004,41.0,41.0,33.0,33.0,33.0,33.0,40.0,40.0,26.0,26.0,30.0,30.0,31.0,31.0,25.0,25.0,45.0,45.0,39.0,39.0,33.0,33.0,31.0,31.0,28.0,28.0,34.0,34.0,30.0,30.0,36.0,36.0,43.0,43.0,35.0,35.0,36.0,36.0,28.0,28.0,26.0,26.0,34.0,34.0,31.0,31.0,37.0,37.0
10005,43.0,43.0,33.0,33.0,29.0,29.0,40.0,40.0,28.0,28.0,32.0,32.0,37.0,37.0,29.0,29.0,44.0,44.0,37.0,37.0,36.0,36.0,30.0,30.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,44.0,44.0,34.0,34.0,41.0,41.0,30.0,30.0,27.0,27.0,30.0,30.0,35.0,35.0,33.0,33.0
10006,38.0,38.0,27.0,27.0,26.0,26.0,29.0,29.0,26.0,26.0,25.0,25.0,31.0,31.0,29.0,29.0,35.0,35.0,28.0,28.0,34.0,34.0,25.0,25.0,34.0,34.0,27.0,27.0,28.0,28.0,24.0,24.0,39.0,39.0,27.0,27.0,38.0,38.0,28.0,28.0,24.0,24.0,23.0,23.0,32.0,32.0,29.0,29.0
10007,29.0,29.0,24.0,24.0,19.0,19.0,22.0,22.0,24.0,24.0,20.0,20.0,22.0,22.0,26.0,26.0,24.0,24.0,16.0,16.0,23.0,23.0,18.0,18.0,28.0,28.0,21.0,21.0,21.0,21.0,16.0,16.0,35.0,35.0,21.0,21.0,30.0,30.0,20.0,20.0,20.0,20.0,17.0,17.0,27.0,27.0,19.0,19.0
2639,53.0,53.0,40.0,40.0,47.0,47.0,51.0,51.0,48.0,48.0,49.0,49.0,53.0,53.0,54.0,54.0,46.0,46.0,42.0,42.0,44.0,44.0,49.0,49.0,53.0,53.0,42.0,42.0,43.0,43.0,39.0,39.0,56.0,56.0,45.0,45.0,48.0,48.0,52.0,52.0,50.0,50.0,45.0,45.0,52.0,52.0,47.0,47.0
2638,57.0,57.0,49.0,49.0,52.0,52.0,57.0,57.0,44.0,44.0,56.0,56.0,51.0,51.0,53.0,53.0,57.0,57.0,46.0,46.0,53.0,53.0,51.0,51.0,54.0,54.0,49.0,49.0,47.0,47.0,50.0,50.0,56.0,56.0,55.0,55.0,50.0,50.0,56.0,56.0,51.0,51.0,49.0,49.0,52.0,52.0,54.0,54.0
10002,21.0,21.0,21.0,21.0,19.0,19.0,22.0,22.0,13.0,13.0,24.0,24.0,13.0,13.0,12.0,12.0,27.0,27.0,23.0,23.0,24.0,24.0,13.0,13.0,15.0,15.0,20.0,20.0,18.0,18.0,19.0,19.0,23.0,23.0,20.0,20.0,13.0,13.0,17.0,17.0,11.0,11.0,19.0,19.0,15.0,15.0,22.0,22.0
10003,32.0,32.0,30.0,30.0,30.0,30.0,36.0,36.0,20.0,20.0,30.0,30.0,25.0,25.0,19.0,19.0,39.0,39.0,33.0,33.0,28.0,28.0,20.0,20.0,22.0,22.0,28.0,28.0,27.0,27.0,34.0,34.0,37.0,37.0,34.0,34.0,27.0,27.0,25.0,25.0,19.0,19.0,29.0,29.0,24.0,24.0,28.0,28.0
2635,27.0,27.0,23.0,23.0,22.0,22.0,26.0,26.0,19.0,19.0,28.0,28.0,17.0,17.0,16.0,16.0,27.0,27.0,28.0,28.0,25.0,25.0,23.0,23.0,14.0,14.0,27.0,27.0,27.0,27.0,21.0,21.0,29.0,29.0,26.0,26.0,14.0,14.0,24.0,24.0,16.0,16.0,25.0,25.0,18.0,18.0,25.0,25.0
2634,17.0,17.0,14.0,14.0,14.0,14.0,20.0,20.0,9.0,9.0,16.0,16.0,11.0,11.0,11.0,11.0,19.0,19.0,16.0,16.0,22.0,22.0,12.0,12.0,10.0,10.0,14.0,14.0,17.0,17.0,14.0,14.0,21.0,21.0,13.0,13.0,9.0,9.0,14.0,14.0,9.0,9.0,16.0,16.0,13.0,13.0,15.0,15.0
2637,54.0,54.0,51.0,51.0,47.0,47.0,54.0,54.0,37.0,37.0,52.0,52.0,43.0,43.0,44.0,44.0,56.0,56.0,46.0,46.0,53.0,53.0,46.0,46.0,43.0,43.0,46.0,46.0,50.0,50.0,46.0,46.0,53.0,53.0,53.0,53.0,39.0,39.0,49.0,49.0,38.0,38.0,46.0,46.0,46.0,46.0,52.0,52.0
2636,42.0,42.0,40.0,40.0,33.0,33.0,42.0,42.0,29.0,29.0,40.0,40.0,32.0,32.0,24.0,24.0,47.0,47.0,38.0,38.0,43.0,43.0,33.0,33.0,28.0,28.0,40.0,40.0,38.0,38.0,36.0,36.0,42.0,42.0,44.0,44.0,27.0,27.0,33.0,33.0,30.0,30.0,35.0,35.0,32.0,32.0,46.0,46.0
2631,9.0,9.0,7.0,7.0,6.0,6.0,8.0,8.0,4.0,4.0,7.0,7.0,6.0,6.0,7.0,7.0,9.0,9.0,8.0,8.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,10.0,10.0,6.0,6.0,5.0,5.0,7.0,7.0,4.0,4.0,7.0,7.0,6.0,6.0,7.0,7.0
2630,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,8.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0
2633,12.0,12.0,11.0,11.0,10.0,10.0,13.0,13.0,7.0,7.0,12.0,12.0,11.0,11.0,8.0,8.0,14.0,14.0,11.0,11.0,16.0,16.0,9.0,9.0,8.0,8.0,12.0,12.0,11.0,11.0,10.0,10.0,15.0,15.0,10.0,10.0,7.0,7.0,10.0,10.0,7.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0
2632,11.0,11.0,9.0,9.0,8.0,8.0,9.0,9.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,11.0,11.0,9.0,9.0,11.0,11.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,12.0,12.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,9.0,9.0,7.0,7.0,9.0,9.0
9599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9229,46.0,46.0,39.0,39.0,40.0,40.0,50.0,50.0,28.0,28.0,45.0,45.0,34.0,34.0,37.0,37.0,47.0,47.0,43.0,43.0,44.0,44.0,31.0,31.0,32.0,32.0,46.0,46.0,41.0,41.0,41.0,41.0,46.0,46.0,47.0,47.0,32.0,32.0,39.0,39.0,30.0,30.0,46.0,46.0,33.0,33.0,47.0,47.0
9228,27.0,27.0,29.0,29.0,24.0,24.0,35.0,35.0,17.0,17.0,33.0,33.0,22.0,22.0,21.0,21.0,33.0,33.0,32.0,32.0,29.0,29.0,26.0,26.0,17.0,17.0,27.0,27.0,24.0,24.0,24.0,24.0,32.0,32.0,31.0,31.0,16.0,16.0,26.0,26.0,17.0,17.0,29.0,29.0,19.0,19.0,32.0,32.0
9227,18.0,18.0,12.0,12.0,12.0,12.0,19.0,19.0,10.0,10.0,21.0,21.0,9.0,9.0,12.0,12.0,22.0,22.0,22.0,22.0,23.0,23.0,15.0,15.0,10.0,10.0,9.0,9.0,13.0,13.0,13.0,13.0,20.0,20.0,12.0,12.0,6.0,6.0,15.0,15.0,10.0,10.0,15.0,15.0,12.0,12.0,20.0,20.0
9226,9.0,9.0,7.0,7.0,8.0,8.0,12.0,12.0,6.0,6.0,11.0,11.0,5.0,5.0,7.0,7.0,11.0,11.0,9.0,9.0,10.0,10.0,8.0,8.0,6.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,13.0,13.0,7.0,7.0,5.0,5.0,8.0,8.0,5.0,5.0,9.0,9.0,6.0,6.0,12.0,12.0
9225,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,4.0,4.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,7.0,7.0,8.0,8.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0
9224,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
9223,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
9222,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
9221,5.0,5.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,5.0,5.0,0.0,0.0
9220,5.0,5.0,3.0,3.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0
10260,28.0,28.0,25.0,25.0,21.0,21.0,41.0,41.0,20.0,20.0,32.0,32.0,20.0,20.0,28.0,28.0,34.0,34.0,24.0,24.0,30.0,30.0,23.0,23.0,19.0,19.0,20.0,20.0,22.0,22.0,16.0,16.0,34.0,34.0,24.0,24.0,12.0,12.0,27.0,27.0,20.0,20.0,28.0,28.0,24.0,24.0,33.0,33.0
10261,44.0,44.0,35.0,35.0,32.0,32.0,51.0,51.0,29.0,29.0,43.0,43.0,30.0,30.0,40.0,40.0,48.0,48.0,36.0,36.0,40.0,40.0,41.0,41.0,26.0,26.0,30.0,30.0,31.0,31.0,23.0,23.0,43.0,43.0,39.0,39.0,19.0,19.0,36.0,36.0,29.0,29.0,36.0,36.0,31.0,31.0,47.0,47.0
10262,54.0,54.0,46.0,46.0,41.0,41.0,57.0,57.0,39.0,39.0,54.0,54.0,40.0,40.0,52.0,52.0,59.0,59.0,45.0,45.0,48.0,48.0,48.0,48.0,34.0,34.0,43.0,43.0,44.0,44.0,38.0,38.0,55.0,55.0,51.0,51.0,30.0,30.0,47.0,47.0,36.0,36.0,45.0,45.0,42.0,42.0,52.0,52.0
10263,59.0,59.0,50.0,50.0,53.0,53.0,62.0,62.0,47.0,47.0,57.0,57.0,48.0,48.0,56.0,56.0,61.0,61.0,50.0,50.0,53.0,53.0,55.0,55.0,48.0,48.0,50.0,50.0,54.0,54.0,51.0,51.0,61.0,61.0,59.0,59.0,48.0,48.0,55.0,55.0,46.0,46.0,52.0,52.0,53.0,53.0,56.0,56.0
10264,60.0,60.0,51.0,51.0,53.0,53.0,60.0,60.0,52.0,52.0,58.0,58.0,58.0,58.0,55.0,55.0,61.0,61.0,53.0,53.0,57.0,57.0,56.0,56.0,52.0,52.0,57.0,57.0,59.0,59.0,54.0,54.0,61.0,61.0,62.0,62.0,57.0,57.0,60.0,60.0,53.0,53.0,57.0,57.0,57.0,57.0,55.0,55.0
10265,59.0,59.0,50.0,50.0,51.0,51.0,58.0,58.0,55.0,55.0,58.0,58.0,57.0,57.0,52.0,52.0,57.0,57.0,49.0,49.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,59.0,59.0,55.0,55.0,60.0,60.0,61.0,61.0,58.0,58.0,60.0,60.0,56.0,56.0,54.0,54.0,58.0,58.0,54.0,54.0
10266,52.0,52.0,46.0,46.0,48.0,48.0,50.0,50.0,52.0,52.0,56.0,56.0,55.0,55.0,51.0,51.0,50.0,50.0,41.0,41.0,52.0,52.0,51.0,51.0,54.0,54.0,55.0,55.0,56.0,56.0,50.0,50.0,57.0,57.0,54.0,54.0,57.0,57.0,59.0,59.0,54.0,54.0,47.0,47.0,59.0,59.0,48.0,48.0
10267,47.0,47.0,39.0,39.0,44.0,44.0,44.0,44.0,47.0,47.0,51.0,51.0,51.0,51.0,48.0,48.0,44.0,44.0,31.0,31.0,40.0,40.0,41.0,41.0,50.0,50.0,49.0,49.0,50.0,50.0,49.0,49.0,57.0,57.0,46.0,46.0,58.0,58.0,55.0,55.0,50.0,50.0,40.0,40.0,57.0,57.0,34.0,34.0
10268,40.0,40.0,31.0,31.0,35.0,35.0,38.0,38.0,41.0,41.0,41.0,41.0,49.0,49.0,42.0,42.0,31.0,31.0,25.0,25.0,30.0,30.0,32.0,32.0,42.0,42.0,40.0,40.0,40.0,40.0,46.0,46.0,46.0,46.0,42.0,42.0,55.0,55.0,47.0,47.0,44.0,44.0,31.0,31.0,53.0,53.0,30.0,30.0
10269,26.0,26.0,19.0,19.0,24.0,24.0,23.0,23.0,29.0,29.0,29.0,29.0,33.0,33.0,35.0,35.0,23.0,23.0,17.0,17.0,23.0,23.0,25.0,25.0,33.0,33.0,28.0,28.0,30.0,30.0,29.0,29.0,29.0,29.0,31.0,31.0,39.0,39.0,37.0,37.0,36.0,36.0,18.0,18.0,45.0,45.0,22.0,22.0
9049,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
9048,7.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,5.0,5.0,4.0,4.0,5.0,5.0,11.0,11.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0
9043,17.0,17.0,9.0,9.0,12.0,12.0,18.0,18.0,11.0,11.0,23.0,23.0,12.0,12.0,28.0,28.0,17.0,17.0,7.0,7.0,14.0,14.0,29.0,29.0,17.0,17.0,9.0,9.0,8.0,8.0,11.0,11.0,17.0,17.0,13.0,13.0,15.0,15.0,20.0,20.0,13.0,13.0,12.0,12.0,16.0,16.0,18.0,18.0
9042,13.0,13.0,6.0,6.0,11.0,11.0,15.0,15.0,7.0,7.0,17.0,17.0,0.0,0.0,21.0,21.0,13.0,13.0,5.0,5.0,10.0,10.0,18.0,18.0,8.0,8.0,7.0,7.0,6.0,6.0,9.0,9.0,15.0,15.0,7.0,7.0,9.0,9.0,15.0,15.0,6.0,6.0,9.0,9.0,8.0,8.0,17.0,17.0
9041,8.0,8.0,5.0,5.0,8.0,8.0,9.0,9.0,4.0,4.0,12.0,12.0,0.0,0.0,13.0,13.0,9.0,9.0,3.0,3.0,7.0,7.0,11.0,11.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,6.0,6.0,6.0,6.0,11.0,11.0,4.0,4.0,7.0,7.0,5.0,5.0,11.0,11.0
9040,8.0,8.0,5.0,5.0,4.0,4.0,8.0,8.0,7.0,7.0,6.0,6.0,5.0,5.0,0,0,7.0,7.0,4.0,4.0,5.0,5.0,0,0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,4.0,4.0,6.0,6.0,8.0,8.0,5.0,5.0,5.0,5.0,9.0,9.0,8.0,8.0
9047,10.0,10.0,7.0,7.0,8.0,8.0,8.0,8.0,12.0,12.0,9.0,9.0,9.0,9.0,12.0,12.0,10.0,10.0,8.0,8.0,8.0,8.0,10.0,10.0,14.0,14.0,6.0,6.0,6.0,6.0,6.0,6.0,15.0,15.0,7.0,7.0,9.0,9.0,10.0,10.0,10.0,10.0,8.0,8.0,12.0,12.0,8.0,8.0
9046,13.0,13.0,10.0,10.0,11.0,11.0,13.0,13.0,17.0,17.0,13.0,13.0,10.0,10.0,26.0,26.0,12.0,12.0,8.0,8.0,10.0,10.0,13.0,13.0,19.0,19.0,10.0,10.0,9.0,9.0,9.0,9.0,19.0,19.0,10.0,10.0,12.0,12.0,14.0,14.0,12.0,12.0,12.0,12.0,20.0,20.0,11.0,11.0
9045,18.0,18.0,12.0,12.0,13.0,13.0,15.0,15.0,18.0,18.0,18.0,18.0,16.0,16.0,33.0,33.0,14.0,14.0,7.0,7.0,12.0,12.0,17.0,17.0,22.0,22.0,12.0,12.0,9.0,9.0,12.0,12.0,19.0,19.0,15.0,15.0,17.0,17.0,18.0,18.0,14.0,14.0,13.0,13.0,22.0,22.0,14.0,14.0
9044,19.0,19.0,12.0,12.0,14.0,14.0,17.0,17.0,15.0,15.0,23.0,23.0,15.0,15.0,35.0,35.0,16.0,16.0,8.0,8.0,18.0,18.0,27.0,27.0,19.0,19.0,10.0,10.0,9.0,9.0,12.0,12.0,16.0,16.0,18.0,18.0,16.0,16.0,22.0,22.0,16.0,16.0,13.0,13.0,23.0,23.0,16.0,16.0
3544,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,10.0,10.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0
3545,9.0,9.0,5.0,5.0,4.0,4.0,8.0,8.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,9.0,9.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0
