obs,F182013_sum,F182013_mean,F152006_sum,F152006_mean,F152004_sum,F152004_mean,F162007_sum,F162007_mean,F152005_sum,F152005_mean,F152002_sum,F152002_mean,F142002_sum,F142002_mean,F182011_sum,F182011_mean,F182012_sum,F182012_mean,F152007_sum,F152007_mean,F162006_sum,F162006_mean,F162009_sum,F162009_mean,F162004_sum,F162004_mean,F142001_sum,F142001_mean,F142000_sum,F142000_mean,F101992_sum,F101992_mean,F182010_sum,F182010_mean,F142003_sum,F142003_mean,F121995_sum,F121995_mean,F152001_sum,F152001_mean,F152003_sum,F152003_mean,F162005_sum,F162005_mean,F152000_sum,F152000_mean,F162008_sum,F162008_mean
3283,46.0,46.0,33.0,33.0,34.0,34.0,45.0,45.0,35.0,35.0,45.0,45.0,39.0,39.0,49.0,49.0,45.0,45.0,34.0,34.0,38.0,38.0,40.0,40.0,42.0,42.0,37.0,37.0,37.0,37.0,27.0,27.0,53.0,53.0,38.0,38.0,37.0,37.0,42.0,42.0,33.0,33.0,34.0,34.0,47.0,47.0,37.0,37.0
7616,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,0.0,0.0,7.0,7.0,3.0,3.0,0.0,0.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0
7617,7.0,7.0,5.0,5.0,5.0,5.0,10.0,10.0,4.0,4.0,8.0,8.0,5.0,5.0,11.0,11.0,8.0,8.0,3.0,3.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,9.0,9.0,3.0,3.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,9.0,9.0
7610,15.0,15.0,11.0,11.0,12.0,12.0,17.0,17.0,15.0,15.0,16.0,16.0,14.0,14.0,24.0,24.0,16.0,16.0,9.0,9.0,14.0,14.0,19.0,19.0,15.0,15.0,11.0,11.0,10.0,10.0,9.0,9.0,20.0,20.0,16.0,16.0,10.0,10.0,18.0,18.0,13.0,13.0,14.0,14.0,15.0,15.0,15.0,15.0
7611,14.0,14.0,10.0,10.0,11.0,11.0,15.0,15.0,15.0,15.0,14.0,14.0,15.0,15.0,18.0,18.0,10.0,10.0,8.0,8.0,11.0,11.0,16.0,16.0,16.0,16.0,11.0,11.0,10.0,10.0,8.0,8.0,18.0,18.0,13.0,13.0,10.0,10.0,17.0,17.0,12.0,12.0,11.0,11.0,16.0,16.0,13.0,13.0
7612,7.0,7.0,7.0,7.0,8.0,8.0,10.0,10.0,13.0,13.0,11.0,11.0,13.0,13.0,12.0,12.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,15.0,15.0,9.0,9.0,10.0,10.0,6.0,6.0,15.0,15.0,10.0,10.0,7.0,7.0,13.0,13.0,10.0,10.0,9.0,9.0,15.0,15.0,7.0,7.0
5107,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,6.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0
1917,30.0,30.0,15.0,15.0,15.0,15.0,24.0,24.0,16.0,16.0,16.0,16.0,15.0,15.0,25.0,25.0,28.0,28.0,17.0,17.0,21.0,21.0,21.0,21.0,17.0,17.0,12.0,12.0,12.0,12.0,13.0,13.0,31.0,31.0,14.0,14.0,12.0,12.0,14.0,14.0,12.0,12.0,17.0,17.0,14.0,14.0,22.0,22.0
5105,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
8431,21.0,21.0,16.0,16.0,17.0,17.0,26.0,26.0,13.0,13.0,24.0,24.0,9.0,9.0,18.0,18.0,29.0,29.0,18.0,18.0,22.0,22.0,16.0,16.0,10.0,10.0,12.0,12.0,15.0,15.0,14.0,14.0,23.0,23.0,17.0,17.0,11.0,11.0,18.0,18.0,10.0,10.0,18.0,18.0,15.0,15.0,24.0,24.0
8430,11.0,11.0,9.0,9.0,11.0,11.0,13.0,13.0,9.0,9.0,14.0,14.0,6.0,6.0,15.0,15.0,13.0,13.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,12.0,12.0,7.0,7.0,6.0,6.0,9.0,9.0,6.0,6.0,11.0,11.0,10.0,10.0,16.0,16.0
8433,51.0,51.0,44.0,44.0,40.0,40.0,55.0,55.0,30.0,30.0,52.0,52.0,35.0,35.0,42.0,42.0,54.0,54.0,41.0,41.0,45.0,45.0,43.0,43.0,29.0,29.0,45.0,45.0,39.0,39.0,42.0,42.0,47.0,47.0,45.0,45.0,36.0,36.0,45.0,45.0,38.0,38.0,42.0,42.0,36.0,36.0,49.0,49.0
8432,41.0,41.0,29.0,29.0,27.0,27.0,38.0,38.0,20.0,20.0,40.0,40.0,17.0,17.0,26.0,26.0,43.0,43.0,32.0,32.0,38.0,38.0,33.0,33.0,19.0,19.0,26.0,26.0,23.0,23.0,20.0,20.0,36.0,36.0,26.0,26.0,17.0,17.0,35.0,35.0,21.0,21.0,30.0,30.0,27.0,27.0,38.0,38.0
8435,62.0,62.0,57.0,57.0,57.0,57.0,62.0,62.0,51.0,51.0,60.0,60.0,56.0,56.0,60.0,60.0,60.0,60.0,56.0,56.0,59.0,59.0,58.0,58.0,57.0,57.0,58.0,58.0,58.0,58.0,55.0,55.0,60.0,60.0,58.0,58.0,56.0,56.0,61.0,61.0,54.0,54.0,58.0,58.0,60.0,60.0,60.0,60.0
8434,59.0,59.0,52.0,52.0,52.0,52.0,59.0,59.0,44.0,44.0,57.0,57.0,46.0,46.0,55.0,55.0,60.0,60.0,53.0,53.0,54.0,54.0,51.0,51.0,47.0,47.0,54.0,54.0,54.0,54.0,55.0,55.0,57.0,57.0,57.0,57.0,50.0,50.0,56.0,56.0,46.0,46.0,55.0,55.0,51.0,51.0,57.0,57.0
8437,56.0,56.0,52.0,52.0,50.0,50.0,53.0,53.0,55.0,55.0,55.0,55.0,56.0,56.0,61.0,61.0,50.0,50.0,43.0,43.0,54.0,54.0,57.0,57.0,56.0,56.0,54.0,54.0,48.0,48.0,44.0,44.0,54.0,54.0,50.0,50.0,51.0,51.0,58.0,58.0,54.0,54.0,48.0,48.0,59.0,59.0,51.0,51.0
8436,59.0,59.0,56.0,56.0,56.0,56.0,60.0,60.0,56.0,56.0,59.0,59.0,57.0,57.0,62.0,62.0,59.0,59.0,55.0,55.0,60.0,60.0,59.0,59.0,59.0,59.0,54.0,54.0,55.0,55.0,52.0,52.0,61.0,61.0,58.0,58.0,57.0,57.0,62.0,62.0,55.0,55.0,55.0,55.0,60.0,60.0,57.0,57.0
8439,45.0,45.0,32.0,32.0,34.0,34.0,39.0,39.0,45.0,45.0,43.0,43.0,38.0,38.0,54.0,54.0,36.0,36.0,27.0,27.0,39.0,39.0,43.0,43.0,45.0,45.0,36.0,36.0,34.0,34.0,32.0,32.0,45.0,45.0,38.0,38.0,38.0,38.0,49.0,49.0,43.0,43.0,36.0,36.0,53.0,53.0,35.0,35.0
8438,48.0,48.0,44.0,44.0,44.0,44.0,48.0,48.0,51.0,51.0,48.0,48.0,49.0,49.0,59.0,59.0,43.0,43.0,34.0,34.0,42.0,42.0,50.0,50.0,51.0,51.0,45.0,45.0,42.0,42.0,45.0,45.0,53.0,53.0,45.0,45.0,46.0,46.0,54.0,54.0,48.0,48.0,42.0,42.0,55.0,55.0,43.0,43.0
9825,7.0,7.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,4.0,4.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,0.0,0.0,8.0,8.0,5.0,5.0,10.0,10.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0
9824,8.0,8.0,5.0,5.0,6.0,6.0,8.0,8.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,8.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,10.0,10.0,7.0,7.0,12.0,12.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0
9827,9.0,9.0,4.0,4.0,5.0,5.0,9.0,9.0,5.0,5.0,9.0,9.0,4.0,4.0,10.0,10.0,12.0,12.0,5.0,5.0,11.0,11.0,9.0,9.0,5.0,5.0,5.0,5.0,4.0,4.0,8.0,8.0,11.0,11.0,5.0,5.0,6.0,6.0,8.0,8.0,5.0,5.0,6.0,6.0,7.0,7.0,10.0,10.0
9826,7.0,7.0,3.0,3.0,5.0,5.0,7.0,7.0,4.0,4.0,6.0,6.0,4.0,4.0,7.0,7.0,8.0,8.0,3.0,3.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,8.0,8.0,5.0,5.0,7.0,7.0,5.0,5.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0
9821,9.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,5.0,5.0,8.0,8.0,5.0,5.0,6.0,6.0,10.0,10.0,10.0,10.0,13.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,13.0,13.0,6.0,6.0,7.0,7.0,8.0,8.0,5.0,5.0,9.0,9.0,9.0,9.0,7.0,7.0
9820,8.0,8.0,7.0,7.0,7.0,7.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,11.0,11.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,11.0,11.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,9.0,9.0,7.0,7.0,7.0,7.0
9823,10.0,10.0,7.0,7.0,7.0,7.0,9.0,9.0,5.0,5.0,8.0,8.0,6.0,6.0,6.0,6.0,11.0,11.0,8.0,8.0,10.0,10.0,6.0,6.0,9.0,9.0,8.0,8.0,10.0,10.0,9.0,9.0,12.0,12.0,8.0,8.0,13.0,13.0,7.0,7.0,6.0,6.0,7.0,7.0,10.0,10.0,7.0,7.0
9822,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,5.0,5.0,9.0,9.0,6.0,6.0,6.0,6.0,10.0,10.0,9.0,9.0,12.0,12.0,6.0,6.0,8.0,8.0,9.0,9.0,10.0,10.0,8.0,8.0,15.0,15.0,8.0,8.0,12.0,12.0,8.0,8.0,6.0,6.0,8.0,8.0,9.0,9.0,7.0,7.0
9829,19.0,19.0,11.0,11.0,12.0,12.0,18.0,18.0,9.0,9.0,15.0,15.0,8.0,8.0,30.0,30.0,22.0,22.0,9.0,9.0,14.0,14.0,14.0,14.0,11.0,11.0,9.0,9.0,9.0,9.0,12.0,12.0,23.0,23.0,14.0,14.0,13.0,13.0,13.0,13.0,9.0,9.0,12.0,12.0,14.0,14.0,17.0,17.0
9828,14.0,14.0,8.0,8.0,7.0,7.0,13.0,13.0,6.0,6.0,11.0,11.0,6.0,6.0,17.0,17.0,18.0,18.0,7.0,7.0,12.0,12.0,11.0,11.0,7.0,7.0,6.0,6.0,6.0,6.0,9.0,9.0,14.0,14.0,9.0,9.0,9.0,9.0,11.0,11.0,7.0,7.0,9.0,9.0,9.0,9.0,12.0,12.0
6124,8.0,8.0,6.0,6.0,4.0,4.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,7.0,7.0,10.0,10.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,8.0,8.0,7.0,7.0
9131,8.0,8.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,9.0,9.0,4.0,4.0,4.0,4.0,5.0,5.0,13.0,13.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
8516,6.0,6.0,3.0,3.0,4.0,4.0,6.0,6.0,3.0,3.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,5.0,5.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0
8517,6.0,6.0,3.0,3.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,9.0,9.0,6.0,6.0,4.0,4.0,5.0,5.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,8.0,8.0,3.0,3.0,4.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0
8514,0.0,0.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,5.0,5.0
8515,4.0,4.0,3.0,3.0,4.0,4.0,6.0,6.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
8512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0
8513,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
4129,16.0,16.0,12.0,12.0,9.0,9.0,16.0,16.0,10.0,10.0,14.0,14.0,10.0,10.0,12.0,12.0,17.0,17.0,10.0,10.0,13.0,13.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,18.0,18.0,12.0,12.0,12.0,12.0,13.0,13.0,8.0,8.0,10.0,10.0,11.0,11.0,14.0,14.0
4128,12.0,12.0,10.0,10.0,8.0,8.0,14.0,14.0,9.0,9.0,11.0,11.0,8.0,8.0,9.0,9.0,15.0,15.0,8.0,8.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,14.0,14.0,9.0,9.0,9.0,9.0,11.0,11.0,8.0,8.0,9.0,9.0,9.0,9.0,12.0,12.0
8510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4123,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,4.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,8.0,8.0,6.0,6.0,7.0,7.0,0.0,0.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0
4122,0.0,0.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,0.0,0.0
4121,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
4120,6.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,0,0,7.0,7.0,6.0,6.0,7.0,7.0,0,0,8.0,8.0,6.0,6.0,5.0,5.0,8.0,8.0,0,0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,10.0,10.0,8.0,8.0
4127,11.0,11.0,8.0,8.0,7.0,7.0,11.0,11.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,7.0,11.0,11.0,8.0,8.0,11.0,11.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,12.0,12.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,11.0,11.0
4126,9.0,9.0,8.0,8.0,8.0,8.0,12.0,12.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,10.0,10.0,8.0,8.0,11.0,11.0,6.0,6.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,11.0,11.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,7.0,7.0,10.0,10.0
4125,9.0,9.0,8.0,8.0,7.0,7.0,12.0,12.0,6.0,6.0,8.0,8.0,7.0,7.0,5.0,5.0,10.0,10.0,9.0,9.0,11.0,11.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0
4124,8.0,8.0,6.0,6.0,7.0,7.0,10.0,10.0,6.0,6.0,8.0,8.0,6.0,6.0,5.0,5.0,9.0,9.0,8.0,8.0,9.0,9.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,10.0,10.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,8.0,8.0
5689,33.0,33.0,34.0,34.0,25.0,25.0,42.0,42.0,23.0,23.0,27.0,27.0,22.0,22.0,25.0,25.0,43.0,43.0,36.0,36.0,34.0,34.0,34.0,34.0,26.0,26.0,27.0,27.0,23.0,23.0,19.0,19.0,44.0,44.0,26.0,26.0,20.0,20.0,26.0,26.0,18.0,18.0,26.0,26.0,25.0,25.0,38.0,38.0
5688,27.0,27.0,25.0,25.0,17.0,17.0,33.0,33.0,15.0,15.0,21.0,21.0,17.0,17.0,15.0,15.0,31.0,31.0,32.0,32.0,25.0,25.0,23.0,23.0,15.0,15.0,18.0,18.0,19.0,19.0,16.0,16.0,35.0,35.0,23.0,23.0,14.0,14.0,20.0,20.0,16.0,16.0,22.0,22.0,16.0,16.0,29.0,29.0
5685,8.0,8.0,6.0,6.0,5.0,5.0,8.0,8.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,7.0,7.0,10.0,10.0,9.0,9.0,6.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,12.0,12.0,6.0,6.0,5.0,5.0,8.0,8.0,5.0,5.0,7.0,7.0,7.0,7.0,9.0,9.0
5684,8.0,8.0,6.0,6.0,5.0,5.0,8.0,8.0,5.0,5.0,7.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,8.0,12.0,12.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0
5687,16.0,16.0,17.0,17.0,11.0,11.0,24.0,24.0,9.0,9.0,16.0,16.0,10.0,10.0,11.0,11.0,18.0,18.0,17.0,17.0,21.0,21.0,15.0,15.0,7.0,7.0,14.0,14.0,14.0,14.0,12.0,12.0,23.0,23.0,16.0,16.0,10.0,10.0,10.0,10.0,9.0,9.0,16.0,16.0,11.0,11.0,18.0,18.0
5686,10.0,10.0,9.0,9.0,8.0,8.0,11.0,11.0,8.0,8.0,11.0,11.0,7.0,7.0,9.0,9.0,12.0,12.0,10.0,10.0,14.0,14.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,13.0,13.0,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,10.0,10.0,8.0,8.0,12.0,12.0
5681,14.0,14.0,14.0,14.0,7.0,7.0,15.0,15.0,8.0,8.0,9.0,9.0,9.0,9.0,16.0,16.0,14.0,14.0,14.0,14.0,15.0,15.0,14.0,14.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,19.0,19.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,10.0,10.0,15.0,15.0
5680,15.0,15.0,14.0,14.0,7.0,7.0,18.0,18.0,8.0,8.0,10.0,10.0,9.0,9.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,15.0,15.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,21.0,21.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,9.0,9.0,10.0,10.0,16.0,16.0
5683,9.0,9.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,11.0,11.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,10.0,10.0
5682,11.0,11.0,10.0,10.0,6.0,6.0,12.0,12.0,7.0,7.0,8.0,8.0,8.0,8.0,15.0,15.0,11.0,11.0,10.0,10.0,13.0,13.0,11.0,11.0,9.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,16.0,16.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,8.0,8.0,12.0,12.0
8760,21.0,21.0,9.0,9.0,8.0,8.0,15.0,15.0,12.0,12.0,12.0,12.0,11.0,11.0,24.0,24.0,20.0,20.0,11.0,11.0,10.0,10.0,16.0,16.0,13.0,13.0,10.0,10.0,10.0,10.0,8.0,8.0,25.0,25.0,9.0,9.0,10.0,10.0,13.0,13.0,11.0,11.0,9.0,9.0,15.0,15.0,17.0,17.0
5979,15.0,15.0,14.0,14.0,10.0,10.0,15.0,15.0,12.0,12.0,10.0,10.0,12.0,12.0,16.0,16.0,13.0,13.0,14.0,14.0,11.0,11.0,16.0,16.0,16.0,16.0,10.0,10.0,13.0,13.0,11.0,11.0,24.0,24.0,11.0,11.0,13.0,13.0,12.0,12.0,10.0,10.0,11.0,11.0,14.0,14.0,14.0,14.0
5978,26.0,26.0,20.0,20.0,12.0,12.0,22.0,22.0,15.0,15.0,14.0,14.0,18.0,18.0,22.0,22.0,19.0,19.0,18.0,18.0,23.0,23.0,19.0,19.0,19.0,19.0,15.0,15.0,15.0,15.0,15.0,15.0,33.0,33.0,19.0,19.0,18.0,18.0,14.0,14.0,13.0,13.0,13.0,13.0,16.0,16.0,19.0,19.0
5973,11.0,11.0,10.0,10.0,6.0,6.0,13.0,13.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,10.0,10.0,9.0,9.0,12.0,12.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,9.0,9.0,13.0,13.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,8.0,8.0,11.0,11.0
5972,8.0,8.0,7.0,7.0,5.0,5.0,9.0,9.0,5.0,5.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,10.0,10.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0
5971,7.0,7.0,6.0,6.0,5.0,5.0,8.0,8.0,5.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,10.0,10.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,7.0,7.0
5970,8.0,8.0,6.0,6.0,5.0,5.0,8.0,8.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,6.0
5977,30.0,30.0,25.0,25.0,15.0,15.0,29.0,29.0,17.0,17.0,17.0,17.0,17.0,17.0,27.0,27.0,26.0,26.0,22.0,22.0,28.0,28.0,22.0,22.0,20.0,20.0,17.0,17.0,16.0,16.0,19.0,19.0,34.0,34.0,21.0,21.0,19.0,19.0,18.0,18.0,13.0,13.0,17.0,17.0,16.0,16.0,26.0,26.0
5976,29.0,29.0,25.0,25.0,14.0,14.0,32.0,32.0,16.0,16.0,18.0,18.0,15.0,15.0,25.0,25.0,28.0,28.0,25.0,25.0,30.0,30.0,22.0,22.0,15.0,15.0,17.0,17.0,14.0,14.0,19.0,19.0,33.0,33.0,21.0,21.0,17.0,17.0,17.0,17.0,12.0,12.0,17.0,17.0,15.0,15.0,27.0,27.0
5975,21.0,21.0,21.0,21.0,12.0,12.0,28.0,28.0,13.0,13.0,16.0,16.0,9.0,9.0,17.0,17.0,24.0,24.0,22.0,22.0,24.0,24.0,16.0,16.0,10.0,10.0,12.0,12.0,11.0,11.0,15.0,15.0,25.0,25.0,14.0,14.0,10.0,10.0,14.0,14.0,9.0,9.0,14.0,14.0,12.0,12.0,24.0,24.0
5974,14.0,14.0,14.0,14.0,8.0,8.0,20.0,20.0,9.0,9.0,11.0,11.0,6.0,6.0,10.0,10.0,14.0,14.0,17.0,17.0,15.0,15.0,12.0,12.0,8.0,8.0,9.0,9.0,8.0,8.0,10.0,10.0,20.0,20.0,9.0,9.0,7.0,7.0,9.0,9.0,7.0,7.0,11.0,11.0,10.0,10.0,17.0,17.0
2587,9.0,9.0,6.0,6.0,5.0,5.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,12.0,12.0,10.0,10.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,12.0,12.0,6.0,6.0,9.0,9.0,8.0,8.0,5.0,5.0,6.0,6.0,8.0,8.0,7.0,7.0
